"","customer","supplier","qty"
"10720","5N Plus Belgium SA (ex Sidech)","BASF",0
"10721","5N Plus Belgium SA (ex Sidech)","BASF",0
"10722","5N Plus Belgium SA (ex Sidech)","BASF",0
"10723","5N Plus Belgium SA (ex Sidech)","BASF",0
"10724","5N Plus Belgium SA (ex Sidech)","BASF",0
"10725","5N Plus Belgium SA (ex Sidech)","BASF",0
"10726","5N Plus Belgium SA (ex Sidech)","BASF",0
"10727","5N Plus Belgium SA (ex Sidech)","BASF",0
"10728","5N Plus Belgium SA (ex Sidech)","BASF",0
"10729","5N Plus Belgium SA (ex Sidech)","BASF",0
"10730","5N Plus Belgium SA (ex Sidech)","BASF",0
"10731","5N Plus Belgium SA (ex Sidech)","BASF",0
"10732","5N Plus Belgium SA (ex Sidech)","BASF",0
"10733","5N Plus Belgium SA (ex Sidech)","BASF",0
"10734","5N Plus Belgium SA (ex Sidech)","BASF",0
"10735","5N Plus Belgium SA (ex Sidech)","BASF",0
"10736","5N Plus Belgium SA (ex Sidech)","BASF",0
"10737","5N Plus Belgium SA (ex Sidech)","BASF",0
"10738","5N Plus Belgium SA (ex Sidech)","BASF",0
"10739","5N Plus Belgium SA (ex Sidech)","BASF",0
"10740","5N Plus Belgium SA (ex Sidech)","BASF",0
"10741","5N Plus Belgium SA (ex Sidech)","BASF",0
"10742","5N Plus Belgium SA (ex Sidech)","BASF",0
"10743","5N Plus Belgium SA (ex Sidech)","BASF",0
"10744","5N Plus Belgium SA (ex Sidech)","BASF",0
"10745","5N Plus Belgium SA (ex Sidech)","BASF",0
"10746","5N Plus Belgium SA (ex Sidech)","BASF",0
"10747","5N Plus Belgium SA (ex Sidech)","BASF",0
"10748","5N Plus Belgium SA (ex Sidech)","BASF",0
"10749","5N Plus Belgium SA (ex Sidech)","BASF",0
"10750","5N Plus Belgium SA (ex Sidech)","BASF",0
"10751","5N Plus Belgium SA (ex Sidech)","BASF",0
"10752","5N Plus Belgium SA (ex Sidech)","BASF",0
"10753","5N Plus Belgium SA (ex Sidech)","BASF",0
"10754","5N Plus Belgium SA (ex Sidech)","BASF",0
"10755","5N Plus Belgium SA (ex Sidech)","BASF",0
"10756","5N Plus Belgium SA (ex Sidech)","BASF",0
"10757","5N Plus Belgium SA (ex Sidech)","BASF",0
"10758","5N Plus Belgium SA (ex Sidech)","BASF",0
"10759","5N Plus Belgium SA (ex Sidech)","BASF",0
"10760","5N Plus Belgium SA (ex Sidech)","BASF",0
"10761","5N Plus Belgium SA (ex Sidech)","BASF",0
"10762","5N Plus Belgium SA (ex Sidech)","BASF",0
"10763","5N Plus Belgium SA (ex Sidech)","BASF",0
"10764","5N Plus Belgium SA (ex Sidech)","BASF",0
"10765","5N Plus Belgium SA (ex Sidech)","BASF",0
"10766","5N Plus Belgium SA (ex Sidech)","BASF",0
"10767","5N Plus Belgium SA (ex Sidech)","BASF",0
"10768","5N Plus Belgium SA (ex Sidech)","BASF",0
"10769","5N Plus Belgium SA (ex Sidech)","BASF",0
"10770","5N Plus Belgium SA (ex Sidech)","BASF",0
"10771","5N Plus Belgium SA (ex Sidech)","BASF",0
"10772","5N Plus Belgium SA (ex Sidech)","BASF",0
"10773","5N Plus Belgium SA (ex Sidech)","BASF",0
"10774","5N Plus Belgium SA (ex Sidech)","BASF",0
"10775","5N Plus Belgium SA (ex Sidech)","BASF",0
"10776","5N Plus Belgium SA (ex Sidech)","BASF",0
"10777","5N Plus Belgium SA (ex Sidech)","BASF",0
"10778","5N Plus Belgium SA (ex Sidech)","BASF",0
"10779","5N Plus Belgium SA (ex Sidech)","BASF",0
"10780","5N Plus Belgium SA (ex Sidech)","BASF",0
"10781","5N Plus Belgium SA (ex Sidech)","BASF",0
"10782","5N Plus Belgium SA (ex Sidech)","BASF",0
"10783","5N Plus Belgium SA (ex Sidech)","BASF",0
"10784","5N Plus Belgium SA (ex Sidech)","BASF",0
"10785","5N Plus Belgium SA (ex Sidech)","BASF",0
"10786","5N Plus Belgium SA (ex Sidech)","BASF",0
"10787","5N Plus Belgium SA (ex Sidech)","BASF",0
"10788","5N Plus Belgium SA (ex Sidech)","BASF",0
"10789","5N Plus Belgium SA (ex Sidech)","BASF",0
"10790","5N Plus Belgium SA (ex Sidech)","BASF",0
"10791","5N Plus Belgium SA (ex Sidech)","BASF",0
"10792","5N Plus Belgium SA (ex Sidech)","BASF",0
"10793","5N Plus Belgium SA (ex Sidech)","BASF",0
"10794","5N Plus Belgium SA (ex Sidech)","BASF",0
"10795","5N Plus Belgium SA (ex Sidech)","BASF",0
"10796","5N Plus Belgium SA (ex Sidech)","BASF",0
"10797","5N Plus Belgium SA (ex Sidech)","BASF",0
"10798","5N Plus Belgium SA (ex Sidech)","BASF",0
"10799","5N Plus Belgium SA (ex Sidech)","BASF",0
"10800","5N Plus Belgium SA (ex Sidech)","BASF",0
"10801","5N Plus Belgium SA (ex Sidech)","BASF",0
"10802","5N Plus Belgium SA (ex Sidech)","BASF",0
"10803","5N Plus Belgium SA (ex Sidech)","BASF",0
"10804","5N Plus Belgium SA (ex Sidech)","BASF",0
"10805","5N Plus Belgium SA (ex Sidech)","BASF",0
"10806","5N Plus Belgium SA (ex Sidech)","BASF",0
"10807","5N Plus Belgium SA (ex Sidech)","BASF",0
"10808","5N Plus Belgium SA (ex Sidech)","BASF",0
"10809","5N Plus Belgium SA (ex Sidech)","BASF",0
"10810","5N Plus Belgium SA (ex Sidech)","BASF",0
"10811","5N Plus Belgium SA (ex Sidech)","BASF",0
"10812","5N Plus Belgium SA (ex Sidech)","BASF",0
"10813","5N Plus Belgium SA (ex Sidech)","BASF",0
"10814","5N Plus Belgium SA (ex Sidech)","BASF",0
"10815","5N Plus Belgium SA (ex Sidech)","BASF",0
"10816","5N Plus Belgium SA (ex Sidech)","BASF",0
"10817","5N Plus Belgium SA (ex Sidech)","BASF",0
"10818","5N Plus Belgium SA (ex Sidech)","BASF",0
"10819","5N Plus Belgium SA (ex Sidech)","BASF",0
"10820","5N Plus Belgium SA (ex Sidech)","BASF",0
"10821","5N Plus Belgium SA (ex Sidech)","BASF",0
"10822","5N Plus Belgium SA (ex Sidech)","BASF",0
"10823","5N Plus Belgium SA (ex Sidech)","BASF",0
"10824","5N Plus Belgium SA (ex Sidech)","BASF",0
"10825","5N Plus Belgium SA (ex Sidech)","BASF",0
"10826","5N Plus Belgium SA (ex Sidech)","BASF",0
"10827","5N Plus Belgium SA (ex Sidech)","BASF",0
"10828","5N Plus Belgium SA (ex Sidech)","BASF",0
"10829","5N Plus Belgium SA (ex Sidech)","BASF",0
"10830","5N Plus Belgium SA (ex Sidech)","BASF",0
"10831","5N Plus Belgium SA (ex Sidech)","BASF",0
"10832","5N Plus Belgium SA (ex Sidech)","BASF",0
"10833","5N Plus Belgium SA (ex Sidech)","BASF",0
"10834","5N Plus Belgium SA (ex Sidech)","BASF",0
"10835","5N Plus Belgium SA (ex Sidech)","BASF",0
"10836","5N Plus Belgium SA (ex Sidech)","BASF",0
"10837","5N Plus Belgium SA (ex Sidech)","BASF",0
"10838","5N Plus Belgium SA (ex Sidech)","BASF",0
"10839","5N Plus Belgium SA (ex Sidech)","BASF",0
"10840","5N Plus Belgium SA (ex Sidech)","BASF",0
"10841","5N Plus Belgium SA (ex Sidech)","BASF",0
"10842","5N Plus Belgium SA (ex Sidech)","BASF",0
"10843","5N Plus Belgium SA (ex Sidech)","BASF",0
"10844","5N Plus Belgium SA (ex Sidech)","BASF",0
"10845","5N Plus Belgium SA (ex Sidech)","BASF",0
"10846","5N Plus Belgium SA (ex Sidech)","BASF",0
"10847","5N Plus Belgium SA (ex Sidech)","BASF",0
"10848","5N Plus Belgium SA (ex Sidech)","BASF",0
"10849","5N Plus Belgium SA (ex Sidech)","BASF",0
"10850","5N Plus Belgium SA (ex Sidech)","BASF",0
"10851","5N Plus Belgium SA (ex Sidech)","BASF",0
"10852","5N Plus Belgium SA (ex Sidech)","BASF",0
"10853","5N Plus Belgium SA (ex Sidech)","BASF",0
"10854","5N Plus Belgium SA (ex Sidech)","BASF",0
"10855","5N Plus Belgium SA (ex Sidech)","BASF",0
"10856","5N Plus Belgium SA (ex Sidech)","BASF",0
"10857","5N Plus Belgium SA (ex Sidech)","BASF",0
"10858","5N Plus Belgium SA (ex Sidech)","BASF",0
"10859","5N Plus Belgium SA (ex Sidech)","BASF",0
"10860","5N Plus Belgium SA (ex Sidech)","BASF",0
"10861","5N Plus Belgium SA (ex Sidech)","BASF",0
"10862","5N Plus Belgium SA (ex Sidech)","BASF",0
"10863","5N Plus Belgium SA (ex Sidech)","BASF",0
"10864","5N Plus Belgium SA (ex Sidech)","BASF",0
"10865","5N Plus Belgium SA (ex Sidech)","BASF",0
"10866","5N Plus Belgium SA (ex Sidech)","BASF",0
"10867","5N Plus Belgium SA (ex Sidech)","BASF",0
"10868","5N Plus Belgium SA (ex Sidech)","BASF",0
"10869","5N Plus Belgium SA (ex Sidech)","BASF",0
"10870","5N Plus Belgium SA (ex Sidech)","BASF",0
"10871","5N Plus Belgium SA (ex Sidech)","BASF",0
"10872","5N Plus Belgium SA (ex Sidech)","BASF",0
"10873","5N Plus Belgium SA (ex Sidech)","BASF",0
"10874","5N Plus Belgium SA (ex Sidech)","BASF",0
"10875","5N Plus Belgium SA (ex Sidech)","BASF",0
"10876","5N Plus Belgium SA (ex Sidech)","BASF",0
"10877","5N Plus Belgium SA (ex Sidech)","BASF",0
"10878","5N Plus Belgium SA (ex Sidech)","BASF",0
"10879","5N Plus Belgium SA (ex Sidech)","BASF",0
"10880","5N Plus Belgium SA (ex Sidech)","BASF",0
"10881","5N Plus Belgium SA (ex Sidech)","BASF",0
"10882","5N Plus Belgium SA (ex Sidech)","BASF",0
"10883","5N Plus Belgium SA (ex Sidech)","BASF",0
"10884","5N Plus Belgium SA (ex Sidech)","BASF",0
"10885","5N Plus Belgium SA (ex Sidech)","BASF",0
"10886","5N Plus Belgium SA (ex Sidech)","BASF",0
"10887","5N Plus Belgium SA (ex Sidech)","BASF",0
"10888","5N Plus Belgium SA (ex Sidech)","BASF",0
"10889","5N Plus Belgium SA (ex Sidech)","BASF",0
"10890","5N Plus Belgium SA (ex Sidech)","BASF",0
"10891","5N Plus Belgium SA (ex Sidech)","BASF",0
"10892","5N Plus Belgium SA (ex Sidech)","BASF",0
"10893","5N Plus Belgium SA (ex Sidech)","BASF",0
"10894","5N Plus Belgium SA (ex Sidech)","BASF",0
"10895","5N Plus Belgium SA (ex Sidech)","BASF",0
"10896","5N Plus Belgium SA (ex Sidech)","BASF",0
"10897","5N Plus Belgium SA (ex Sidech)","BASF",0
"10898","5N Plus Belgium SA (ex Sidech)","BASF",0
"10899","5N Plus Belgium SA (ex Sidech)","BASF",0
"10900","5N Plus Belgium SA (ex Sidech)","BASF",0
"10901","5N Plus Belgium SA (ex Sidech)","BASF",0
"10902","5N Plus Belgium SA (ex Sidech)","BASF",0
"10903","5N Plus Belgium SA (ex Sidech)","BASF",0
"10904","5N Plus Belgium SA (ex Sidech)","BASF",0
"10905","5N Plus Belgium SA (ex Sidech)","BASF",0
"10906","5N Plus Belgium SA (ex Sidech)","BASF",0
"10907","5N Plus Belgium SA (ex Sidech)","BASF",0
"10908","5N Plus Belgium SA (ex Sidech)","BASF",0
"10909","5N Plus Belgium SA (ex Sidech)","BASF",0
"10910","5N Plus Belgium SA (ex Sidech)","BASF",0
"10911","5N Plus Belgium SA (ex Sidech)","BASF",0
"10912","5N Plus Belgium SA (ex Sidech)","BASF",0
"10913","5N Plus Belgium SA (ex Sidech)","BASF",0
"10914","5N Plus Belgium SA (ex Sidech)","BASF",0
"10915","5N Plus Belgium SA (ex Sidech)","BASF",0
"10916","5N Plus Belgium SA (ex Sidech)","BASF",0
"10917","5N Plus Belgium SA (ex Sidech)","BASF",0
"10918","5N Plus Belgium SA (ex Sidech)","BASF",0
"10919","5N Plus Belgium SA (ex Sidech)","BASF",0
"10920","5N Plus Belgium SA (ex Sidech)","BASF",0
"10921","5N Plus Belgium SA (ex Sidech)","BASF",0
"10922","5N Plus Belgium SA (ex Sidech)","BASF",0
"10923","5N Plus Belgium SA (ex Sidech)","BASF",0
"10924","5N Plus Belgium SA (ex Sidech)","BASF",0
"10925","5N Plus Belgium SA (ex Sidech)","BASF",0
"10926","5N Plus Belgium SA (ex Sidech)","BASF",0
"10927","5N Plus Belgium SA (ex Sidech)","BASF",0
"10928","5N Plus Belgium SA (ex Sidech)","BASF",0
"10929","5N Plus Belgium SA (ex Sidech)","BASF",0
"10930","5N Plus Belgium SA (ex Sidech)","BASF",0
"10931","5N Plus Belgium SA (ex Sidech)","BASF",0
"10932","5N Plus Belgium SA (ex Sidech)","BASF",0
"10933","5N Plus Belgium SA (ex Sidech)","BASF",0
"10934","5N Plus Belgium SA (ex Sidech)","BASF",0
"10935","5N Plus Belgium SA (ex Sidech)","BASF",0
"10936","5N Plus Belgium SA (ex Sidech)","BASF",0
"10937","5N Plus Belgium SA (ex Sidech)","BASF",0
"10938","5N Plus Belgium SA (ex Sidech)","BASF",0
"10939","5N Plus Belgium SA (ex Sidech)","BASF",0
"10940","5N Plus Belgium SA (ex Sidech)","BASF",0
"10941","5N Plus Belgium SA (ex Sidech)","BASF",0
"10942","5N Plus Belgium SA (ex Sidech)","BASF",0
"10943","5N Plus Belgium SA (ex Sidech)","BASF",0
"10944","5N Plus Belgium SA (ex Sidech)","BASF",0
"10945","5N Plus Belgium SA (ex Sidech)","BASF",0
"10946","5N Plus Belgium SA (ex Sidech)","BASF",0
"10947","5N Plus Belgium SA (ex Sidech)","BASF",0
"10948","5N Plus Belgium SA (ex Sidech)","BASF",0
"10949","5N Plus Belgium SA (ex Sidech)","BASF",0
"10950","5N Plus Belgium SA (ex Sidech)","BASF",0
"10951","5N Plus Belgium SA (ex Sidech)","BASF",0
"10952","5N Plus Belgium SA (ex Sidech)","BASF",0
"10953","5N Plus Belgium SA (ex Sidech)","BASF",0
"10954","5N Plus Belgium SA (ex Sidech)","BASF",0
"10955","5N Plus Belgium SA (ex Sidech)","BASF",0
"10956","5N Plus Belgium SA (ex Sidech)","BASF",0
"10957","5N Plus Belgium SA (ex Sidech)","BASF",0
"10958","5N Plus Belgium SA (ex Sidech)","BASF",0
"10959","5N Plus Belgium SA (ex Sidech)","BASF",0
"10960","5N Plus Belgium SA (ex Sidech)","BASF",0
"10961","5N Plus Belgium SA (ex Sidech)","BASF",0
"10962","5N Plus Belgium SA (ex Sidech)","BASF",0
"10963","5N Plus Belgium SA (ex Sidech)","BASF",0
"10964","5N Plus Belgium SA (ex Sidech)","BASF",0
"10965","5N Plus Belgium SA (ex Sidech)","BASF",0
"10966","5N Plus Belgium SA (ex Sidech)","BASF",0
"10967","5N Plus Belgium SA (ex Sidech)","BASF",0
"10968","5N Plus Belgium SA (ex Sidech)","BASF",0
"10969","5N Plus Belgium SA (ex Sidech)","BASF",0
"10970","5N Plus Belgium SA (ex Sidech)","BASF",0
"10971","5N Plus Belgium SA (ex Sidech)","BASF",0
"10972","5N Plus Belgium SA (ex Sidech)","BASF",0
"10973","5N Plus Belgium SA (ex Sidech)","BASF",0
"10974","5N Plus Belgium SA (ex Sidech)","BASF",0
"10975","5N Plus Belgium SA (ex Sidech)","BASF",0
"10976","5N Plus Belgium SA (ex Sidech)","BASF",0
"10977","5N Plus Belgium SA (ex Sidech)","BASF",0
"10978","5N Plus Belgium SA (ex Sidech)","BASF",0
"10979","5N Plus Belgium SA (ex Sidech)","BASF",0
"10980","5N Plus Belgium SA (ex Sidech)","BASF",0
"10981","5N Plus Belgium SA (ex Sidech)","BASF",0
"10982","5N Plus Belgium SA (ex Sidech)","BASF",0
"10983","5N Plus Belgium SA (ex Sidech)","BASF",0
"10984","5N Plus Belgium SA (ex Sidech)","BASF",0
"10985","5N Plus Belgium SA (ex Sidech)","BASF",0
"10986","5N Plus Belgium SA (ex Sidech)","BASF",0
"10987","5N Plus Belgium SA (ex Sidech)","BASF",0
"10988","5N Plus Belgium SA (ex Sidech)","BASF",0
"10989","5N Plus Belgium SA (ex Sidech)","BASF",0
"10990","5N Plus Belgium SA (ex Sidech)","BASF",0
"10991","5N Plus Belgium SA (ex Sidech)","BASF",0
"10992","5N Plus Belgium SA (ex Sidech)","BASF",0
"10993","5N Plus Belgium SA (ex Sidech)","BASF",0
"10994","5N Plus Belgium SA (ex Sidech)","BASF",0
"10995","5N Plus Belgium SA (ex Sidech)","BASF",0
"10996","5N Plus Belgium SA (ex Sidech)","BASF",0
"10997","5N Plus Belgium SA (ex Sidech)","BASF",0
"10998","5N Plus Belgium SA (ex Sidech)","BASF",0
"10999","5N Plus Belgium SA (ex Sidech)","BASF",0
"11000","5N Plus Belgium SA (ex Sidech)","BASF",0
"11001","5N Plus Belgium SA (ex Sidech)","BASF",0
"11002","5N Plus Belgium SA (ex Sidech)","BASF",0
"11003","5N Plus Belgium SA (ex Sidech)","BASF",0
"11004","5N Plus Belgium SA (ex Sidech)","BASF",0
"11005","5N Plus Belgium SA (ex Sidech)","BASF",0
"11006","5N Plus Belgium SA (ex Sidech)","BASF",0
"11007","5N Plus Belgium SA (ex Sidech)","BASF",0
"11008","5N Plus Belgium SA (ex Sidech)","BASF",0
"11009","5N Plus Belgium SA (ex Sidech)","BASF",0
"11010","5N Plus Belgium SA (ex Sidech)","BASF",0
"11011","5N Plus Belgium SA (ex Sidech)","BASF",0
"11012","5N Plus Belgium SA (ex Sidech)","BASF",0
"11013","5N Plus Belgium SA (ex Sidech)","BASF",0
"11014","5N Plus Belgium SA (ex Sidech)","BASF",0
"11015","5N Plus Belgium SA (ex Sidech)","BASF",0
"11016","5N Plus Belgium SA (ex Sidech)","BASF",0
"11017","5N Plus Belgium SA (ex Sidech)","BASF",0
"11018","5N Plus Belgium SA (ex Sidech)","BASF",0
"11019","5N Plus Belgium SA (ex Sidech)","BASF",0
"11020","5N Plus Belgium SA (ex Sidech)","BASF",0
"11021","5N Plus Belgium SA (ex Sidech)","BASF",0
"11022","5N Plus Belgium SA (ex Sidech)","BASF",0
"11023","5N Plus Belgium SA (ex Sidech)","BASF",0
"11024","5N Plus Belgium SA (ex Sidech)","BASF",0
"11025","5N Plus Belgium SA (ex Sidech)","BASF",0
"11026","5N Plus Belgium SA (ex Sidech)","BASF",0
"11027","5N Plus Belgium SA (ex Sidech)","BASF",0
"11028","5N Plus Belgium SA (ex Sidech)","BASF",0
"11029","5N Plus Belgium SA (ex Sidech)","BASF",0
"11030","5N Plus Belgium SA (ex Sidech)","BASF",0
"11031","5N Plus Belgium SA (ex Sidech)","BASF",0
"11032","5N Plus Belgium SA (ex Sidech)","BASF",0
"11033","5N Plus Belgium SA (ex Sidech)","BASF",0
"11034","5N Plus Belgium SA (ex Sidech)","BASF",0
"11035","5N Plus Belgium SA (ex Sidech)","BASF",0
"11036","5N Plus Belgium SA (ex Sidech)","BASF",0
"11037","5N Plus Belgium SA (ex Sidech)","BASF",0
"11038","5N Plus Belgium SA (ex Sidech)","BASF",0
"11039","5N Plus Belgium SA (ex Sidech)","BASF",0
"11040","5N Plus Belgium SA (ex Sidech)","BASF",0
"11041","5N Plus Belgium SA (ex Sidech)","BASF",0
"11042","5N Plus Belgium SA (ex Sidech)","BASF",0
"11043","5N Plus Belgium SA (ex Sidech)","BASF",0
"11044","5N Plus Belgium SA (ex Sidech)","BASF",0
"11045","5N Plus Belgium SA (ex Sidech)","BASF",0
"11046","5N Plus Belgium SA (ex Sidech)","BASF",0
"11047","5N Plus Belgium SA (ex Sidech)","BASF",0
"11048","5N Plus Belgium SA (ex Sidech)","BASF",0
"11049","5N Plus Belgium SA (ex Sidech)","BASF",0
"11050","5N Plus Belgium SA (ex Sidech)","BASF",0
"11051","5N Plus Belgium SA (ex Sidech)","BASF",0
"11052","5N Plus Belgium SA (ex Sidech)","BASF",0
"11053","5N Plus Belgium SA (ex Sidech)","BASF",0
"11054","5N Plus Belgium SA (ex Sidech)","BASF",0
"11055","5N Plus Belgium SA (ex Sidech)","BASF",0
"11056","5N Plus Belgium SA (ex Sidech)","BASF",0
"11057","5N Plus Belgium SA (ex Sidech)","BASF",0
"11058","5N Plus Belgium SA (ex Sidech)","BASF",0
"11059","5N Plus Belgium SA (ex Sidech)","BASF",0
"11060","5N Plus Belgium SA (ex Sidech)","BASF",0
"11061","5N Plus Belgium SA (ex Sidech)","BASF",0
"11062","5N Plus Belgium SA (ex Sidech)","BASF",0
"11063","5N Plus Belgium SA (ex Sidech)","BASF",0
"11064","5N Plus Belgium SA (ex Sidech)","BASF",0
"11065","5N Plus Belgium SA (ex Sidech)","BASF",0
"11066","5N Plus Belgium SA (ex Sidech)","BASF",0
"11067","5N Plus Belgium SA (ex Sidech)","BASF",0
"11068","5N Plus Belgium SA (ex Sidech)","BASF",0
"11069","5N Plus Belgium SA (ex Sidech)","BASF",0
"11070","5N Plus Belgium SA (ex Sidech)","BASF",0
"11071","5N Plus Belgium SA (ex Sidech)","BASF",0
"11072","5N Plus Belgium SA (ex Sidech)","BASF",0
"11073","5N Plus Belgium SA (ex Sidech)","BASF",0
"11074","5N Plus Belgium SA (ex Sidech)","BASF",0
"11075","5N Plus Belgium SA (ex Sidech)","BASF",0
"11076","5N Plus Belgium SA (ex Sidech)","BASF",0
"11077","5N Plus Belgium SA (ex Sidech)","BASF",0
"11078","5N Plus Belgium SA (ex Sidech)","BASF",0
"11079","5N Plus Belgium SA (ex Sidech)","BASF",0
"11080","5N Plus Belgium SA (ex Sidech)","BASF",0
"11081","5N Plus Belgium SA (ex Sidech)","BASF",0
"11082","5N Plus Belgium SA (ex Sidech)","BASF",0
"11083","5N Plus Belgium SA (ex Sidech)","BASF",0
"11084","5N Plus Belgium SA (ex Sidech)","BASF",0
"11085","5N Plus Belgium SA (ex Sidech)","BASF",0
"11086","5N Plus Belgium SA (ex Sidech)","BASF",0
"11087","5N Plus Belgium SA (ex Sidech)","BASF",0
"11088","5N Plus Belgium SA (ex Sidech)","BASF",0
"11089","5N Plus Belgium SA (ex Sidech)","BASF",0
"11090","5N Plus Belgium SA (ex Sidech)","BASF",0
"11091","5N Plus Belgium SA (ex Sidech)","BASF",0
"11092","5N Plus Belgium SA (ex Sidech)","BASF",0
"11093","5N Plus Belgium SA (ex Sidech)","BASF",0
"11094","5N Plus Belgium SA (ex Sidech)","BASF",0
"11095","5N Plus Belgium SA (ex Sidech)","BASF",0
"11096","5N Plus Belgium SA (ex Sidech)","BASF",0
"11097","5N Plus Belgium SA (ex Sidech)","BASF",0
"11098","5N Plus Belgium SA (ex Sidech)","BASF",0
"11099","5N Plus Belgium SA (ex Sidech)","BASF",0
"11100","5N Plus Belgium SA (ex Sidech)","BASF",0
"11101","5N Plus Belgium SA (ex Sidech)","BASF",0
"11102","5N Plus Belgium SA (ex Sidech)","BASF",0
"11103","5N Plus Belgium SA (ex Sidech)","BASF",0
"11104","5N Plus Belgium SA (ex Sidech)","BASF",0
"11105","5N Plus Belgium SA (ex Sidech)","BASF",0
"11106","5N Plus Belgium SA (ex Sidech)","BASF",0
"11107","5N Plus Belgium SA (ex Sidech)","BASF",0
"11108","5N Plus Belgium SA (ex Sidech)","BASF",0
"11109","5N Plus Belgium SA (ex Sidech)","BASF",0
"11110","5N Plus Belgium SA (ex Sidech)","BASF",0
"11111","5N Plus Belgium SA (ex Sidech)","BASF",0
"11112","5N Plus Belgium SA (ex Sidech)","BASF",0
"11113","5N Plus Belgium SA (ex Sidech)","BASF",0
"11114","5N Plus Belgium SA (ex Sidech)","BASF",0
"11115","5N Plus Belgium SA (ex Sidech)","BASF",0
"11116","5N Plus Belgium SA (ex Sidech)","BASF",0
"11117","5N Plus Belgium SA (ex Sidech)","BASF",0
"11118","5N Plus Belgium SA (ex Sidech)","BASF",0
"11119","5N Plus Belgium SA (ex Sidech)","BASF",0
"11120","5N Plus Belgium SA (ex Sidech)","BASF",0
"11121","5N Plus Belgium SA (ex Sidech)","BASF",0
"11122","5N Plus Belgium SA (ex Sidech)","BASF",0
"11123","5N Plus Belgium SA (ex Sidech)","BASF",0
"11124","5N Plus Belgium SA (ex Sidech)","BASF",0
"11125","5N Plus Belgium SA (ex Sidech)","BASF",0
"11126","5N Plus Belgium SA (ex Sidech)","BASF",0
"11127","5N Plus Belgium SA (ex Sidech)","BASF",0
"11128","5N Plus Belgium SA (ex Sidech)","BASF",0
"11129","5N Plus Belgium SA (ex Sidech)","BASF",0
"11130","5N Plus Belgium SA (ex Sidech)","BASF",0
"11131","5N Plus Belgium SA (ex Sidech)","BASF",0
"11132","5N Plus Belgium SA (ex Sidech)","BASF",0
"11133","5N Plus Belgium SA (ex Sidech)","BASF",0
"11134","5N Plus Belgium SA (ex Sidech)","BASF",0
"11135","5N Plus Belgium SA (ex Sidech)","BASF",0
"11136","5N Plus Belgium SA (ex Sidech)","BASF",0
"11137","5N Plus Belgium SA (ex Sidech)","BASF",0
"11138","5N Plus Belgium SA (ex Sidech)","BASF",0
"11139","5N Plus Belgium SA (ex Sidech)","BASF",0
"11140","5N Plus Belgium SA (ex Sidech)","BASF",0
"11141","5N Plus Belgium SA (ex Sidech)","BASF",0
"11142","5N Plus Belgium SA (ex Sidech)","BASF",0
"11143","5N Plus Belgium SA (ex Sidech)","BASF",0
"11144","5N Plus Belgium SA (ex Sidech)","BASF",0
"11145","5N Plus Belgium SA (ex Sidech)","BASF",0
"11146","5N Plus Belgium SA (ex Sidech)","BASF",0
"11147","5N Plus Belgium SA (ex Sidech)","BASF",0
"11148","5N Plus Belgium SA (ex Sidech)","BASF",0
"11149","5N Plus Belgium SA (ex Sidech)","BASF",0
"11150","5N Plus Belgium SA (ex Sidech)","BASF",0
"11151","5N Plus Belgium SA (ex Sidech)","BASF",0
"11152","5N Plus Belgium SA (ex Sidech)","BASF",0
"11153","5N Plus Belgium SA (ex Sidech)","BASF",0
