"","customer","supplier","qty"
"10254","5N Plus Belgium SA (ex Sidech)","BASF",0
"10255","5N Plus Belgium SA (ex Sidech)","BASF",0
"10256","5N Plus Belgium SA (ex Sidech)","BASF",0
"10257","5N Plus Belgium SA (ex Sidech)","BASF",0
"10258","5N Plus Belgium SA (ex Sidech)","BASF",0
"10259","5N Plus Belgium SA (ex Sidech)","BASF",0
"10260","5N Plus Belgium SA (ex Sidech)","BASF",0
"10261","5N Plus Belgium SA (ex Sidech)","BASF",0
"10262","5N Plus Belgium SA (ex Sidech)","BASF",0
"10263","5N Plus Belgium SA (ex Sidech)","BASF",0
"10264","5N Plus Belgium SA (ex Sidech)","BASF",0
"10265","5N Plus Belgium SA (ex Sidech)","BASF",0
"10266","5N Plus Belgium SA (ex Sidech)","BASF",0
"10267","5N Plus Belgium SA (ex Sidech)","BASF",0
"10268","5N Plus Belgium SA (ex Sidech)","BASF",0
"10269","5N Plus Belgium SA (ex Sidech)","BASF",0
"10270","5N Plus Belgium SA (ex Sidech)","BASF",0
"10271","5N Plus Belgium SA (ex Sidech)","BASF",0
"10272","5N Plus Belgium SA (ex Sidech)","BASF",0
"10273","5N Plus Belgium SA (ex Sidech)","BASF",0
"10274","5N Plus Belgium SA (ex Sidech)","BASF",0
"10275","5N Plus Belgium SA (ex Sidech)","BASF",0
"10276","5N Plus Belgium SA (ex Sidech)","BASF",0
"10277","5N Plus Belgium SA (ex Sidech)","BASF",0
"10278","5N Plus Belgium SA (ex Sidech)","BASF",0
"10279","5N Plus Belgium SA (ex Sidech)","BASF",0
"10280","5N Plus Belgium SA (ex Sidech)","BASF",0
"10281","5N Plus Belgium SA (ex Sidech)","BASF",0
"10282","5N Plus Belgium SA (ex Sidech)","BASF",0
"10283","5N Plus Belgium SA (ex Sidech)","BASF",0
"10284","5N Plus Belgium SA (ex Sidech)","BASF",0
"10285","5N Plus Belgium SA (ex Sidech)","BASF",0
"10286","5N Plus Belgium SA (ex Sidech)","BASF",0
"10287","5N Plus Belgium SA (ex Sidech)","BASF",0
"10288","5N Plus Belgium SA (ex Sidech)","BASF",0
"10289","5N Plus Belgium SA (ex Sidech)","BASF",0
"10290","5N Plus Belgium SA (ex Sidech)","BASF",0
"10291","5N Plus Belgium SA (ex Sidech)","BASF",0
"10292","5N Plus Belgium SA (ex Sidech)","BASF",0
"10293","5N Plus Belgium SA (ex Sidech)","BASF",0
"10294","5N Plus Belgium SA (ex Sidech)","BASF",0
"10295","5N Plus Belgium SA (ex Sidech)","BASF",0
"10296","5N Plus Belgium SA (ex Sidech)","BASF",0
"10297","5N Plus Belgium SA (ex Sidech)","BASF",0
"10298","5N Plus Belgium SA (ex Sidech)","BASF",0
"10299","5N Plus Belgium SA (ex Sidech)","BASF",0
"10300","5N Plus Belgium SA (ex Sidech)","BASF",0
"10301","5N Plus Belgium SA (ex Sidech)","BASF",0
"10302","5N Plus Belgium SA (ex Sidech)","BASF",0
"10303","5N Plus Belgium SA (ex Sidech)","BASF",0
"10304","5N Plus Belgium SA (ex Sidech)","BASF",0
"10305","5N Plus Belgium SA (ex Sidech)","BASF",0
"10306","5N Plus Belgium SA (ex Sidech)","BASF",0
"10307","5N Plus Belgium SA (ex Sidech)","BASF",0
"10308","5N Plus Belgium SA (ex Sidech)","BASF",0
"10309","5N Plus Belgium SA (ex Sidech)","BASF",0
"10310","5N Plus Belgium SA (ex Sidech)","BASF",0
"10311","5N Plus Belgium SA (ex Sidech)","BASF",0
"10312","5N Plus Belgium SA (ex Sidech)","BASF",0
"10313","5N Plus Belgium SA (ex Sidech)","BASF",0
"10314","5N Plus Belgium SA (ex Sidech)","BASF",0
"10315","5N Plus Belgium SA (ex Sidech)","BASF",0
"10316","5N Plus Belgium SA (ex Sidech)","BASF",0
"10317","5N Plus Belgium SA (ex Sidech)","BASF",0
"10318","5N Plus Belgium SA (ex Sidech)","BASF",0
"10319","5N Plus Belgium SA (ex Sidech)","BASF",0
"10320","5N Plus Belgium SA (ex Sidech)","BASF",0
"10321","5N Plus Belgium SA (ex Sidech)","BASF",0
"10322","5N Plus Belgium SA (ex Sidech)","BASF",0
"10323","5N Plus Belgium SA (ex Sidech)","BASF",0
"10324","5N Plus Belgium SA (ex Sidech)","BASF",0
"10325","5N Plus Belgium SA (ex Sidech)","BASF",0
"10326","5N Plus Belgium SA (ex Sidech)","BASF",0
"10327","5N Plus Belgium SA (ex Sidech)","BASF",0
"10328","5N Plus Belgium SA (ex Sidech)","BASF",0
"10329","5N Plus Belgium SA (ex Sidech)","BASF",0
"10330","5N Plus Belgium SA (ex Sidech)","BASF",0
"10331","5N Plus Belgium SA (ex Sidech)","BASF",0
"10332","5N Plus Belgium SA (ex Sidech)","BASF",0
"10333","5N Plus Belgium SA (ex Sidech)","BASF",0
"10334","5N Plus Belgium SA (ex Sidech)","BASF",0
"10335","5N Plus Belgium SA (ex Sidech)","BASF",0
"10336","5N Plus Belgium SA (ex Sidech)","BASF",0
"10337","5N Plus Belgium SA (ex Sidech)","BASF",0
"10338","5N Plus Belgium SA (ex Sidech)","BASF",0
"10339","5N Plus Belgium SA (ex Sidech)","BASF",0
"10340","5N Plus Belgium SA (ex Sidech)","BASF",0
"10341","5N Plus Belgium SA (ex Sidech)","BASF",0
"10342","5N Plus Belgium SA (ex Sidech)","BASF",0
"10343","5N Plus Belgium SA (ex Sidech)","BASF",0
"10344","5N Plus Belgium SA (ex Sidech)","BASF",0
"10345","5N Plus Belgium SA (ex Sidech)","BASF",0
"10346","5N Plus Belgium SA (ex Sidech)","BASF",0
"10347","5N Plus Belgium SA (ex Sidech)","BASF",0
"10348","5N Plus Belgium SA (ex Sidech)","BASF",0
"10349","5N Plus Belgium SA (ex Sidech)","BASF",0
"10350","5N Plus Belgium SA (ex Sidech)","BASF",0
"10351","5N Plus Belgium SA (ex Sidech)","BASF",0
"10352","5N Plus Belgium SA (ex Sidech)","BASF",0
"10353","5N Plus Belgium SA (ex Sidech)","BASF",0
"10354","5N Plus Belgium SA (ex Sidech)","BASF",0
"10355","5N Plus Belgium SA (ex Sidech)","BASF",0
"10356","5N Plus Belgium SA (ex Sidech)","BASF",0
"10357","5N Plus Belgium SA (ex Sidech)","BASF",0
"10358","5N Plus Belgium SA (ex Sidech)","BASF",0
"10359","5N Plus Belgium SA (ex Sidech)","BASF",0
"10360","5N Plus Belgium SA (ex Sidech)","BASF",0
"10361","5N Plus Belgium SA (ex Sidech)","BASF",0
"10362","5N Plus Belgium SA (ex Sidech)","BASF",0
"10363","5N Plus Belgium SA (ex Sidech)","BASF",0
"10364","5N Plus Belgium SA (ex Sidech)","BASF",0
"10365","5N Plus Belgium SA (ex Sidech)","BASF",0
"10366","5N Plus Belgium SA (ex Sidech)","BASF",0
"10367","5N Plus Belgium SA (ex Sidech)","BASF",0
"10368","5N Plus Belgium SA (ex Sidech)","BASF",0
"10369","5N Plus Belgium SA (ex Sidech)","BASF",0
"10370","5N Plus Belgium SA (ex Sidech)","BASF",0
"10371","5N Plus Belgium SA (ex Sidech)","BASF",0
"10372","5N Plus Belgium SA (ex Sidech)","BASF",0
"10373","5N Plus Belgium SA (ex Sidech)","BASF",0
"10374","5N Plus Belgium SA (ex Sidech)","BASF",0
"10375","5N Plus Belgium SA (ex Sidech)","BASF",0
"10376","5N Plus Belgium SA (ex Sidech)","BASF",0
"10377","5N Plus Belgium SA (ex Sidech)","BASF",0
"10378","5N Plus Belgium SA (ex Sidech)","BASF",0
"10379","5N Plus Belgium SA (ex Sidech)","BASF",0
"10380","5N Plus Belgium SA (ex Sidech)","BASF",0
"10381","5N Plus Belgium SA (ex Sidech)","BASF",0
"10382","5N Plus Belgium SA (ex Sidech)","BASF",0
"10383","5N Plus Belgium SA (ex Sidech)","BASF",0
"10384","5N Plus Belgium SA (ex Sidech)","BASF",0
"10385","5N Plus Belgium SA (ex Sidech)","BASF",0
"10386","5N Plus Belgium SA (ex Sidech)","BASF",0
"10387","5N Plus Belgium SA (ex Sidech)","BASF",0
"10388","5N Plus Belgium SA (ex Sidech)","BASF",0
"10389","5N Plus Belgium SA (ex Sidech)","BASF",0
"10390","5N Plus Belgium SA (ex Sidech)","BASF",0
"10391","5N Plus Belgium SA (ex Sidech)","BASF",0
"10392","5N Plus Belgium SA (ex Sidech)","BASF",0
"10393","5N Plus Belgium SA (ex Sidech)","BASF",0
"10394","5N Plus Belgium SA (ex Sidech)","BASF",0
"10395","5N Plus Belgium SA (ex Sidech)","BASF",0
"10396","5N Plus Belgium SA (ex Sidech)","BASF",0
"10397","5N Plus Belgium SA (ex Sidech)","BASF",0
"10398","5N Plus Belgium SA (ex Sidech)","BASF",0
"10399","5N Plus Belgium SA (ex Sidech)","BASF",0
"10400","5N Plus Belgium SA (ex Sidech)","BASF",0
"10401","5N Plus Belgium SA (ex Sidech)","BASF",0
"10402","5N Plus Belgium SA (ex Sidech)","BASF",0
"10403","5N Plus Belgium SA (ex Sidech)","BASF",0
"10404","5N Plus Belgium SA (ex Sidech)","BASF",0
"10405","5N Plus Belgium SA (ex Sidech)","BASF",0
"10406","5N Plus Belgium SA (ex Sidech)","BASF",0
"10407","5N Plus Belgium SA (ex Sidech)","BASF",0
"10408","5N Plus Belgium SA (ex Sidech)","BASF",0
"10409","5N Plus Belgium SA (ex Sidech)","BASF",0
"10410","5N Plus Belgium SA (ex Sidech)","BASF",0
"10411","5N Plus Belgium SA (ex Sidech)","BASF",0
"10412","5N Plus Belgium SA (ex Sidech)","BASF",0
"10413","5N Plus Belgium SA (ex Sidech)","BASF",0
"10414","5N Plus Belgium SA (ex Sidech)","BASF",0
"10415","5N Plus Belgium SA (ex Sidech)","BASF",0
"10416","5N Plus Belgium SA (ex Sidech)","BASF",0
"10417","5N Plus Belgium SA (ex Sidech)","BASF",0
"10418","5N Plus Belgium SA (ex Sidech)","BASF",0
"10419","5N Plus Belgium SA (ex Sidech)","BASF",0
"10420","5N Plus Belgium SA (ex Sidech)","BASF",0
"10421","5N Plus Belgium SA (ex Sidech)","BASF",0
"10422","5N Plus Belgium SA (ex Sidech)","BASF",0
"10423","5N Plus Belgium SA (ex Sidech)","BASF",0
"10424","5N Plus Belgium SA (ex Sidech)","BASF",0
"10425","5N Plus Belgium SA (ex Sidech)","BASF",0
"10426","5N Plus Belgium SA (ex Sidech)","BASF",0
"10427","5N Plus Belgium SA (ex Sidech)","BASF",0
"10428","5N Plus Belgium SA (ex Sidech)","BASF",0
"10429","5N Plus Belgium SA (ex Sidech)","BASF",0
"10430","5N Plus Belgium SA (ex Sidech)","BASF",0
"10431","5N Plus Belgium SA (ex Sidech)","BASF",0
"10432","5N Plus Belgium SA (ex Sidech)","BASF",0
"10433","5N Plus Belgium SA (ex Sidech)","BASF",0
"10434","5N Plus Belgium SA (ex Sidech)","BASF",0
"10435","5N Plus Belgium SA (ex Sidech)","BASF",0
"10436","5N Plus Belgium SA (ex Sidech)","BASF",0
"10437","5N Plus Belgium SA (ex Sidech)","BASF",0
"10438","5N Plus Belgium SA (ex Sidech)","BASF",0
"10439","5N Plus Belgium SA (ex Sidech)","BASF",0
"10440","5N Plus Belgium SA (ex Sidech)","BASF",0
"10441","5N Plus Belgium SA (ex Sidech)","BASF",0
"10442","5N Plus Belgium SA (ex Sidech)","BASF",0
"10443","5N Plus Belgium SA (ex Sidech)","BASF",0
"10444","5N Plus Belgium SA (ex Sidech)","BASF",0
"10445","5N Plus Belgium SA (ex Sidech)","BASF",0
"10446","5N Plus Belgium SA (ex Sidech)","BASF",0
"10447","5N Plus Belgium SA (ex Sidech)","BASF",0
"10448","5N Plus Belgium SA (ex Sidech)","BASF",0
"10449","5N Plus Belgium SA (ex Sidech)","BASF",0
"10450","5N Plus Belgium SA (ex Sidech)","BASF",0
"10451","5N Plus Belgium SA (ex Sidech)","BASF",0
"10452","5N Plus Belgium SA (ex Sidech)","BASF",0
"10453","5N Plus Belgium SA (ex Sidech)","BASF",0
"10454","5N Plus Belgium SA (ex Sidech)","BASF",0
"10455","5N Plus Belgium SA (ex Sidech)","BASF",0
"10456","5N Plus Belgium SA (ex Sidech)","BASF",0
"10457","5N Plus Belgium SA (ex Sidech)","BASF",0
"10458","5N Plus Belgium SA (ex Sidech)","BASF",0
"10459","5N Plus Belgium SA (ex Sidech)","BASF",0
"10460","5N Plus Belgium SA (ex Sidech)","BASF",0
"10461","5N Plus Belgium SA (ex Sidech)","BASF",0
"10462","5N Plus Belgium SA (ex Sidech)","BASF",0
"10463","5N Plus Belgium SA (ex Sidech)","BASF",0
"10464","5N Plus Belgium SA (ex Sidech)","BASF",0
"10465","5N Plus Belgium SA (ex Sidech)","BASF",0
"10466","5N Plus Belgium SA (ex Sidech)","BASF",0
"10467","5N Plus Belgium SA (ex Sidech)","BASF",0
"10468","5N Plus Belgium SA (ex Sidech)","BASF",0
"10469","5N Plus Belgium SA (ex Sidech)","BASF",0
"10470","5N Plus Belgium SA (ex Sidech)","BASF",0
"10471","5N Plus Belgium SA (ex Sidech)","BASF",0
"10472","5N Plus Belgium SA (ex Sidech)","BASF",0
"10473","5N Plus Belgium SA (ex Sidech)","BASF",0
"10474","5N Plus Belgium SA (ex Sidech)","BASF",0
"10475","5N Plus Belgium SA (ex Sidech)","BASF",0
"10476","5N Plus Belgium SA (ex Sidech)","BASF",0
"10477","5N Plus Belgium SA (ex Sidech)","BASF",0
"10478","5N Plus Belgium SA (ex Sidech)","BASF",0
"10479","5N Plus Belgium SA (ex Sidech)","BASF",0
"10480","5N Plus Belgium SA (ex Sidech)","BASF",0
"10481","5N Plus Belgium SA (ex Sidech)","BASF",0
"10482","5N Plus Belgium SA (ex Sidech)","BASF",0
"10483","5N Plus Belgium SA (ex Sidech)","BASF",0
"10484","5N Plus Belgium SA (ex Sidech)","BASF",0
"10485","5N Plus Belgium SA (ex Sidech)","BASF",0
"10486","5N Plus Belgium SA (ex Sidech)","BASF",0
"10487","5N Plus Belgium SA (ex Sidech)","BASF",0
"10488","5N Plus Belgium SA (ex Sidech)","BASF",0
"10489","5N Plus Belgium SA (ex Sidech)","BASF",0
"10490","5N Plus Belgium SA (ex Sidech)","BASF",0
"10491","5N Plus Belgium SA (ex Sidech)","BASF",0
"10492","5N Plus Belgium SA (ex Sidech)","BASF",0
"10493","5N Plus Belgium SA (ex Sidech)","BASF",0
"10494","5N Plus Belgium SA (ex Sidech)","BASF",0
"10495","5N Plus Belgium SA (ex Sidech)","BASF",0
"10496","5N Plus Belgium SA (ex Sidech)","BASF",0
"10497","5N Plus Belgium SA (ex Sidech)","BASF",0
"10498","5N Plus Belgium SA (ex Sidech)","BASF",0
"10499","5N Plus Belgium SA (ex Sidech)","BASF",0
"10500","5N Plus Belgium SA (ex Sidech)","BASF",0
"10501","5N Plus Belgium SA (ex Sidech)","BASF",0
"10502","5N Plus Belgium SA (ex Sidech)","BASF",0
"10503","5N Plus Belgium SA (ex Sidech)","BASF",0
"10504","5N Plus Belgium SA (ex Sidech)","BASF",0
"10505","5N Plus Belgium SA (ex Sidech)","BASF",0
"10506","5N Plus Belgium SA (ex Sidech)","BASF",0
"10507","5N Plus Belgium SA (ex Sidech)","BASF",0
"10508","5N Plus Belgium SA (ex Sidech)","BASF",0
"10509","5N Plus Belgium SA (ex Sidech)","BASF",0
"10510","5N Plus Belgium SA (ex Sidech)","BASF",0
"10511","5N Plus Belgium SA (ex Sidech)","BASF",0
"10512","5N Plus Belgium SA (ex Sidech)","BASF",0
"10513","5N Plus Belgium SA (ex Sidech)","BASF",0
"10514","5N Plus Belgium SA (ex Sidech)","BASF",0
"10515","5N Plus Belgium SA (ex Sidech)","BASF",0
"10516","5N Plus Belgium SA (ex Sidech)","BASF",0
"10517","5N Plus Belgium SA (ex Sidech)","BASF",0
"10518","5N Plus Belgium SA (ex Sidech)","BASF",0
"10519","5N Plus Belgium SA (ex Sidech)","BASF",0
"10520","5N Plus Belgium SA (ex Sidech)","BASF",0
"10521","5N Plus Belgium SA (ex Sidech)","BASF",0
"10522","5N Plus Belgium SA (ex Sidech)","BASF",0
"10523","5N Plus Belgium SA (ex Sidech)","BASF",0
"10524","5N Plus Belgium SA (ex Sidech)","BASF",0
"10525","5N Plus Belgium SA (ex Sidech)","BASF",0
"10526","5N Plus Belgium SA (ex Sidech)","BASF",0
"10527","5N Plus Belgium SA (ex Sidech)","BASF",0
"10528","5N Plus Belgium SA (ex Sidech)","BASF",0
"10529","5N Plus Belgium SA (ex Sidech)","BASF",0
"10530","5N Plus Belgium SA (ex Sidech)","BASF",0
"10531","5N Plus Belgium SA (ex Sidech)","BASF",0
"10532","5N Plus Belgium SA (ex Sidech)","BASF",0
"10533","5N Plus Belgium SA (ex Sidech)","BASF",0
"10534","5N Plus Belgium SA (ex Sidech)","BASF",0
"10535","5N Plus Belgium SA (ex Sidech)","BASF",0
"10536","5N Plus Belgium SA (ex Sidech)","BASF",0
"10537","5N Plus Belgium SA (ex Sidech)","BASF",0
"10538","5N Plus Belgium SA (ex Sidech)","BASF",0
"10539","5N Plus Belgium SA (ex Sidech)","BASF",0
"10540","5N Plus Belgium SA (ex Sidech)","BASF",0
"10541","5N Plus Belgium SA (ex Sidech)","BASF",0
"10542","5N Plus Belgium SA (ex Sidech)","BASF",0
"10543","5N Plus Belgium SA (ex Sidech)","BASF",0
"10544","5N Plus Belgium SA (ex Sidech)","BASF",0
"10545","5N Plus Belgium SA (ex Sidech)","BASF",0
"10546","5N Plus Belgium SA (ex Sidech)","BASF",0
"10547","5N Plus Belgium SA (ex Sidech)","BASF",0
"10548","5N Plus Belgium SA (ex Sidech)","BASF",0
"10549","5N Plus Belgium SA (ex Sidech)","BASF",0
"10550","5N Plus Belgium SA (ex Sidech)","BASF",0
"10551","5N Plus Belgium SA (ex Sidech)","BASF",0
"10552","5N Plus Belgium SA (ex Sidech)","BASF",0
"10553","5N Plus Belgium SA (ex Sidech)","BASF",0
"10554","5N Plus Belgium SA (ex Sidech)","BASF",0
"10555","5N Plus Belgium SA (ex Sidech)","BASF",0
"10556","5N Plus Belgium SA (ex Sidech)","BASF",0
"10557","5N Plus Belgium SA (ex Sidech)","BASF",0
"10558","5N Plus Belgium SA (ex Sidech)","BASF",0
"10559","5N Plus Belgium SA (ex Sidech)","BASF",0
"10560","5N Plus Belgium SA (ex Sidech)","BASF",0
"10561","5N Plus Belgium SA (ex Sidech)","BASF",0
"10562","5N Plus Belgium SA (ex Sidech)","BASF",0
"10563","5N Plus Belgium SA (ex Sidech)","BASF",0
"10564","5N Plus Belgium SA (ex Sidech)","BASF",0
"10565","5N Plus Belgium SA (ex Sidech)","BASF",0
"10566","5N Plus Belgium SA (ex Sidech)","BASF",0
"10567","5N Plus Belgium SA (ex Sidech)","BASF",0
"10568","5N Plus Belgium SA (ex Sidech)","BASF",0
"10569","5N Plus Belgium SA (ex Sidech)","BASF",0
"10570","5N Plus Belgium SA (ex Sidech)","BASF",0
"10571","5N Plus Belgium SA (ex Sidech)","BASF",0
"10572","5N Plus Belgium SA (ex Sidech)","BASF",0
"10573","5N Plus Belgium SA (ex Sidech)","BASF",0
"10574","5N Plus Belgium SA (ex Sidech)","BASF",0
"10575","5N Plus Belgium SA (ex Sidech)","BASF",0
"10576","5N Plus Belgium SA (ex Sidech)","BASF",0
"10577","5N Plus Belgium SA (ex Sidech)","BASF",0
"10578","5N Plus Belgium SA (ex Sidech)","BASF",0
"10579","5N Plus Belgium SA (ex Sidech)","BASF",0
"10580","5N Plus Belgium SA (ex Sidech)","BASF",0
"10581","5N Plus Belgium SA (ex Sidech)","BASF",0
"10582","5N Plus Belgium SA (ex Sidech)","BASF",0
"10583","5N Plus Belgium SA (ex Sidech)","BASF",0
"10584","5N Plus Belgium SA (ex Sidech)","BASF",0
"10585","5N Plus Belgium SA (ex Sidech)","BASF",0
"10586","5N Plus Belgium SA (ex Sidech)","BASF",0
"10587","5N Plus Belgium SA (ex Sidech)","BASF",0
"10588","5N Plus Belgium SA (ex Sidech)","BASF",0
"10589","5N Plus Belgium SA (ex Sidech)","BASF",0
"10590","5N Plus Belgium SA (ex Sidech)","BASF",0
"10591","5N Plus Belgium SA (ex Sidech)","BASF",0
"10592","5N Plus Belgium SA (ex Sidech)","BASF",0
"10593","5N Plus Belgium SA (ex Sidech)","BASF",0
"10594","5N Plus Belgium SA (ex Sidech)","BASF",0
"10595","5N Plus Belgium SA (ex Sidech)","BASF",0
"10596","5N Plus Belgium SA (ex Sidech)","BASF",0
"10597","5N Plus Belgium SA (ex Sidech)","BASF",0
"10598","5N Plus Belgium SA (ex Sidech)","BASF",0
"10599","5N Plus Belgium SA (ex Sidech)","BASF",0
"10600","5N Plus Belgium SA (ex Sidech)","BASF",0
"10601","5N Plus Belgium SA (ex Sidech)","BASF",0
"10602","5N Plus Belgium SA (ex Sidech)","BASF",0
"10603","5N Plus Belgium SA (ex Sidech)","BASF",0
"10604","5N Plus Belgium SA (ex Sidech)","BASF",0
"10605","5N Plus Belgium SA (ex Sidech)","BASF",0
"10606","5N Plus Belgium SA (ex Sidech)","BASF",0
"10607","5N Plus Belgium SA (ex Sidech)","BASF",0
"10608","5N Plus Belgium SA (ex Sidech)","BASF",0
"10609","5N Plus Belgium SA (ex Sidech)","BASF",0
"10610","5N Plus Belgium SA (ex Sidech)","BASF",0
"10611","5N Plus Belgium SA (ex Sidech)","BASF",0
"10612","5N Plus Belgium SA (ex Sidech)","BASF",0
"10613","5N Plus Belgium SA (ex Sidech)","BASF",0
"10614","5N Plus Belgium SA (ex Sidech)","BASF",0
"10615","5N Plus Belgium SA (ex Sidech)","BASF",0
"10616","5N Plus Belgium SA (ex Sidech)","BASF",0
"10617","5N Plus Belgium SA (ex Sidech)","BASF",0
"10618","5N Plus Belgium SA (ex Sidech)","BASF",0
"10619","5N Plus Belgium SA (ex Sidech)","BASF",0
"10620","5N Plus Belgium SA (ex Sidech)","BASF",0
"10621","5N Plus Belgium SA (ex Sidech)","BASF",0
"10622","5N Plus Belgium SA (ex Sidech)","BASF",0
"10623","5N Plus Belgium SA (ex Sidech)","BASF",0
"10624","5N Plus Belgium SA (ex Sidech)","BASF",0
"10625","5N Plus Belgium SA (ex Sidech)","BASF",0
"10626","5N Plus Belgium SA (ex Sidech)","BASF",0
"10627","5N Plus Belgium SA (ex Sidech)","BASF",0
"10628","5N Plus Belgium SA (ex Sidech)","BASF",0
"10629","5N Plus Belgium SA (ex Sidech)","BASF",0
"10630","5N Plus Belgium SA (ex Sidech)","BASF",0
"10631","5N Plus Belgium SA (ex Sidech)","BASF",0
"10632","5N Plus Belgium SA (ex Sidech)","BASF",0
"10633","5N Plus Belgium SA (ex Sidech)","BASF",0
"10634","5N Plus Belgium SA (ex Sidech)","BASF",0
"10635","5N Plus Belgium SA (ex Sidech)","BASF",0
"10636","5N Plus Belgium SA (ex Sidech)","BASF",0
"10637","5N Plus Belgium SA (ex Sidech)","BASF",0
"10638","5N Plus Belgium SA (ex Sidech)","BASF",0
"10639","5N Plus Belgium SA (ex Sidech)","BASF",0
"10640","5N Plus Belgium SA (ex Sidech)","BASF",0
"10641","5N Plus Belgium SA (ex Sidech)","BASF",0
"10642","5N Plus Belgium SA (ex Sidech)","BASF",0
"10643","5N Plus Belgium SA (ex Sidech)","BASF",0
"10644","5N Plus Belgium SA (ex Sidech)","BASF",0
"10645","5N Plus Belgium SA (ex Sidech)","BASF",0
"10646","5N Plus Belgium SA (ex Sidech)","BASF",0
"10647","5N Plus Belgium SA (ex Sidech)","BASF",0
"10648","5N Plus Belgium SA (ex Sidech)","BASF",0
"10649","5N Plus Belgium SA (ex Sidech)","BASF",0
"10650","5N Plus Belgium SA (ex Sidech)","BASF",0
"10651","5N Plus Belgium SA (ex Sidech)","BASF",0
"10652","5N Plus Belgium SA (ex Sidech)","BASF",0
"10653","5N Plus Belgium SA (ex Sidech)","BASF",0
"10654","5N Plus Belgium SA (ex Sidech)","BASF",0
"10655","5N Plus Belgium SA (ex Sidech)","BASF",0
"10656","5N Plus Belgium SA (ex Sidech)","BASF",0
"10657","5N Plus Belgium SA (ex Sidech)","BASF",0
"10658","5N Plus Belgium SA (ex Sidech)","BASF",0
"10659","5N Plus Belgium SA (ex Sidech)","BASF",0
"10660","5N Plus Belgium SA (ex Sidech)","BASF",0
"10661","5N Plus Belgium SA (ex Sidech)","BASF",0
"10662","5N Plus Belgium SA (ex Sidech)","BASF",0
"10663","5N Plus Belgium SA (ex Sidech)","BASF",0
"10664","5N Plus Belgium SA (ex Sidech)","BASF",0
"10665","5N Plus Belgium SA (ex Sidech)","BASF",0
"10666","5N Plus Belgium SA (ex Sidech)","BASF",0
"10667","5N Plus Belgium SA (ex Sidech)","BASF",0
"10668","5N Plus Belgium SA (ex Sidech)","BASF",0
"10669","5N Plus Belgium SA (ex Sidech)","BASF",0
"10670","5N Plus Belgium SA (ex Sidech)","BASF",0
"10671","5N Plus Belgium SA (ex Sidech)","BASF",0
"10672","5N Plus Belgium SA (ex Sidech)","BASF",0
"10673","5N Plus Belgium SA (ex Sidech)","BASF",0
"10674","5N Plus Belgium SA (ex Sidech)","BASF",0
"10675","5N Plus Belgium SA (ex Sidech)","BASF",0
"10676","5N Plus Belgium SA (ex Sidech)","BASF",0
"10677","5N Plus Belgium SA (ex Sidech)","BASF",0
"10678","5N Plus Belgium SA (ex Sidech)","BASF",0
"10679","5N Plus Belgium SA (ex Sidech)","BASF",0
"10680","5N Plus Belgium SA (ex Sidech)","BASF",0
"10681","5N Plus Belgium SA (ex Sidech)","BASF",0
"10682","5N Plus Belgium SA (ex Sidech)","BASF",0
"10683","5N Plus Belgium SA (ex Sidech)","BASF",0
"10684","5N Plus Belgium SA (ex Sidech)","BASF",0
"10685","5N Plus Belgium SA (ex Sidech)","BASF",0
"10686","5N Plus Belgium SA (ex Sidech)","BASF",0
"10687","5N Plus Belgium SA (ex Sidech)","BASF",0
"10688","5N Plus Belgium SA (ex Sidech)","BASF",0
"10689","5N Plus Belgium SA (ex Sidech)","BASF",0
"10690","5N Plus Belgium SA (ex Sidech)","BASF",0
"10691","5N Plus Belgium SA (ex Sidech)","BASF",0
"10692","5N Plus Belgium SA (ex Sidech)","BASF",0
"10693","5N Plus Belgium SA (ex Sidech)","BASF",0
"10694","5N Plus Belgium SA (ex Sidech)","BASF",0
"10695","5N Plus Belgium SA (ex Sidech)","BASF",0
"10696","5N Plus Belgium SA (ex Sidech)","BASF",0
"10697","5N Plus Belgium SA (ex Sidech)","BASF",0
"10698","5N Plus Belgium SA (ex Sidech)","BASF",0
"10699","5N Plus Belgium SA (ex Sidech)","BASF",0
"10700","5N Plus Belgium SA (ex Sidech)","BASF",0
"10701","5N Plus Belgium SA (ex Sidech)","BASF",0
"10702","5N Plus Belgium SA (ex Sidech)","BASF",0
"10703","5N Plus Belgium SA (ex Sidech)","BASF",0
"10704","5N Plus Belgium SA (ex Sidech)","BASF",0
"10705","5N Plus Belgium SA (ex Sidech)","BASF",0
"10706","5N Plus Belgium SA (ex Sidech)","BASF",0
"10707","5N Plus Belgium SA (ex Sidech)","BASF",0
"10708","5N Plus Belgium SA (ex Sidech)","BASF",0
"10709","5N Plus Belgium SA (ex Sidech)","BASF",0
"10710","5N Plus Belgium SA (ex Sidech)","BASF",0
"10711","5N Plus Belgium SA (ex Sidech)","BASF",0
"10712","5N Plus Belgium SA (ex Sidech)","BASF",0
"10713","5N Plus Belgium SA (ex Sidech)","BASF",0
"10714","5N Plus Belgium SA (ex Sidech)","BASF",0
"10715","5N Plus Belgium SA (ex Sidech)","BASF",0
"10716","5N Plus Belgium SA (ex Sidech)","BASF",0
"10717","5N Plus Belgium SA (ex Sidech)","BASF",0
"10718","5N Plus Belgium SA (ex Sidech)","BASF",0
"10719","5N Plus Belgium SA (ex Sidech)","BASF",0
